source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[sex]	characteristics[cell line]	comment[biological replicate]	Material Type	assay name	comment[label]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[MS2 mass analyzer]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Factor Value[organism part]
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 11	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_11.raw	1	11	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_11.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 12	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_12.raw	1	12	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_12.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 13	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_13.raw	1	13	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_13.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 14	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_14.raw	1	14	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_14.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 15	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_15.raw	1	15	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_15.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 16	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_16.raw	1	16	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_16.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 17	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_17_130829151410.raw	1	17	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_17_130829151410.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 18	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_18.raw	1	18	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_18.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 19	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_19.raw	1	19	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_19.raw	anterior pituitary gland
PXD005819-Sample-1	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 20	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/Adeno_IG_20.raw	1	20	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	Adeno_IG_20.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 21	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_1.raw	1	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_1.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 22	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_.2raw	1	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_2.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 23	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_3.raw	1	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_3.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 24	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_4.raw	1	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_4.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 25	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_5.raw	1	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_5.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 26	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_6.raw	1	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_6.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 27	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_7.raw	1	7	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_7.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 28	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_8.raw	1	8	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_8.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 29	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_9.raw	1	9	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_9.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 30	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_10.raw	1	10	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_10.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 31	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_11.raw	1	11	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_11.raw	anterior pituitary gland
PXD005819-Sample-2	Homo sapiens	anterior pituitary gland	normal	34	adult	not applicable	not applicable	male	not applicable	1	adenohypophysis	run 32	NT=label free sample;AC=1002038	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD005819/ADENO_bRPLC_12.raw	1	12	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=MS:1000422	39 NCE	AC=MS:1000484; NT=Orbitrap	NT=Oxidation; AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=trypsin;AC=MS:1001251	0.05 Da	20 ppm	ADENO_bRPLC_12.raw	anterior pituitary gland
