source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	assay name	comment[file uri]	comment[fraction identifier]	comment[Label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[modification parameters].3	Material Type	comment[data file]	factor value[organism part]
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1429	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_C02_P018021_S00_N11_R1.raw	11	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_C02_P018021_S00_N11_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1424	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_D02_P018021_S00_N12_R1.raw	12	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_D02_P018021_S00_N12_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1419	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_E02_P018021_S00_N13_R1.raw	13	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_E02_P018021_S00_N13_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1415	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_F02_P018021_S00_N14_R1.raw	14	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_F02_P018021_S00_N14_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1411	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_G02_P018021_S00_N15_R1.raw	15	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_G02_P018021_S00_N15_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1407	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_H02_P018021_S00_N16_R1.raw	16	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_H02_P018021_S00_N16_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1438	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_A03_P018021_S00_N17_R1.raw	17	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_A03_P018021_S00_N17_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1433	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_B03_P018021_S00_N18_R1.raw	18	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_B03_P018021_S00_N18_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1428	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_C03_P018021_S00_N19_R1.raw	19	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_C03_P018021_S00_N19_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1423	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_D03_P018021_S00_N20_R1.raw	20	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_D03_P018021_S00_N20_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1418	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_E03_P018021_S00_N21_R1.raw	21	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_E03_P018021_S00_N21_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1414	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_F03_P018021_S00_N22_R1.raw	22	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_F03_P018021_S00_N22_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1410	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_G03_P018021_S00_N23_R1.raw	23	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_G03_P018021_S00_N23_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1406	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_H03_P018021_S00_N24_R1.raw	24	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_H03_P018021_S00_N24_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1437	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_A04_P018021_S00_N25_R1.raw	25	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_A04_P018021_S00_N25_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1432	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_B04_P018021_S00_N26_R1.raw	26	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_B04_P018021_S00_N26_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1427	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_C04_P018021_S00_N27_R1.raw	27	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_C04_P018021_S00_N27_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1422	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_D04_P018021_S00_N28_R1.raw	28	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_D04_P018021_S00_N28_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1417	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_E04_P018021_S00_N29_R1.raw	29	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_E04_P018021_S00_N29_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1413	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_F04_P018021_S00_N30_R1.raw	30	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_F04_P018021_S00_N30_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1409	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_G04_P018021_S00_N31_R1.raw	31	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_G04_P018021_S00_N31_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1405	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_H04_P018021_S00_N32_R1.raw	32	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_H04_P018021_S00_N32_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1436	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_A05_P018021_S00_N33_R1.raw	33	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_A05_P018021_S00_N33_R1.raw	pituitary/hypophysis
PXD010154-V500	homo sapiens	pituitary/hypophysis	not available	not available	not available	normal	V500	not available	not available	not available	run 1431	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01698_B05_P018021_S00_N34_R1.raw	34	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01698_B05_P018021_S00_N34_R1.raw	pituitary/hypophysis
