source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	assay name	comment[file uri]	comment[fraction identifier]	comment[Label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	Material Type	comment[data file]	factor value[organism part]
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 637	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_C02_P013674_S00_N11_R3.raw	11	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_C02_P013674_S00_N11_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 632	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_D02_P013674_S00_N12_R3.raw	12	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_D02_P013674_S00_N12_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 627	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_E02_P013674_S00_N13_R3.raw	13	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_E02_P013674_S00_N13_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 623	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_F02_P013674_S00_N14_R2.raw	14	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_F02_P013674_S00_N14_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 619	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_G02_P013674_S00_N15_R2.raw	15	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_G02_P013674_S00_N15_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 615	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_H02_P013674_S00_N16_R2.raw	16	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_H02_P013674_S00_N16_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 646	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_A03_P013674_S00_N17_R2.raw	17	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_A03_P013674_S00_N17_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 641	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_B03_P013674_S00_N18_R2.raw	18	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_B03_P013674_S00_N18_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 636	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_C03_P013674_S00_N19_R2.raw	19	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_C03_P013674_S00_N19_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 631	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_D03_P013674_S00_N20_R2.raw	20	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_D03_P013674_S00_N20_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 626	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_E03_P013674_S00_N21_R2.raw	21	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_E03_P013674_S00_N21_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 622	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_F03_P013674_S00_N22_R2.raw	22	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_F03_P013674_S00_N22_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 618	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_G03_P013674_S00_N23_R3.raw	23	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_G03_P013674_S00_N23_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 614	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_H03_P013674_S00_N24_R3.raw	24	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_H03_P013674_S00_N24_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 645	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_A04_P013674_S00_N25_R3.raw	25	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_A04_P013674_S00_N25_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 640	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_B04_P013674_S00_N26_R3.raw	26	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_B04_P013674_S00_N26_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 635	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_C04_P013674_S00_N27_R3.raw	27	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_C04_P013674_S00_N27_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 630	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_D04_P013674_S00_N28_R3.raw	28	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_D04_P013674_S00_N28_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 625	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_E04_P013674_S00_N29_R3.raw	29	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_E04_P013674_S00_N29_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 621	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_F04_P013674_S00_N30_R3.raw	30	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_F04_P013674_S00_N30_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 617	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_G04_P013674_S00_N31_R3.raw	31	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_G04_P013674_S00_N31_R3.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 613	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_H04_P013674_S00_N32_R2.raw	32	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_H04_P013674_S00_N32_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 644	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_A05_P013674_S00_N33_R2.raw	33	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_A05_P013674_S00_N33_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 639	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_B05_P013674_S00_N34_R2.raw	34	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_B05_P013674_S00_N34_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 634	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_C05_P013674_S00_N35_R2.raw	35	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_C05_P013674_S00_N35_R2.raw	bone marrow
PXD010154-V364	homo sapiens	bone marrow	not available	not available	not available	normal	V364	not available	not available	not available	run 629	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01343_D05_P013674_S00_N36_R2.raw	36	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	organism part	01343_D05_P013674_S00_N36_R2.raw	bone marrow
