source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[phenotype]	comment[biological replicate]	characteristics[cell type]	characteristics[cell line]	characteristics[enrichment process]	assay name	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	Material Type	factor value[cell line]
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 2	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr2.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr2.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 3	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr3.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr3.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 4	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr4.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr4.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 5	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr5.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr5.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 6	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	4	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr6.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep4_Fr6.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 7	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr1.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr1.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 8	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr2.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr2.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 9	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr3.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr3.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 10	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr4.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr4.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 11	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr5.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr5.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 12	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	5	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr6.raw	20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep5_Fr6.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 31	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120202_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr1.raw	20120202_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr1.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 32	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr2.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr2.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 33	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr3.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr3.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 34	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr4.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr4.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 35	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr5.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr5.raw	cell	hela
PXD000612-Sample-7	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	1	epithelial cell	hela	enrichment of phosphorylated Protein	run 36	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr6.raw	20120206_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Control_rep6_Fr6.raw	cell	hela
PXD000612-Sample-8	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	2	epithelial cell	hela	no enrichment	run 100	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH11.raw	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH11.raw	cell	hela
PXD000612-Sample-8	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	2	epithelial cell	hela	no enrichment	run 101	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH3.raw	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH3.raw	cell	hela
PXD000612-Sample-8	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	2	epithelial cell	hela	no enrichment	run 102	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH4.raw	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH4.raw	cell	hela
PXD000612-Sample-8	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	2	epithelial cell	hela	no enrichment	run 103	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH5.raw	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH5.raw	cell	hela
PXD000612-Sample-8	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	2	epithelial cell	hela	no enrichment	run 104	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH6.raw	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH6.raw	cell	hela
PXD000612-Sample-8	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	2	epithelial cell	hela	no enrichment	run 105	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH8.raw	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH8.raw	cell	hela
PXD000612-Sample-8	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	2	epithelial cell	hela	no enrichment	run 106	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH11.raw	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH11.raw	cell	hela
PXD000612-Sample-8	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: none	2	epithelial cell	hela	no enrichment	run 107	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH3.raw	20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH3.raw	cell	hela
