source name	characteristics[organism]	characteristics[disease]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[organism part]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[cell type]	characteristics[cell line]	characteristics[depletion]	assay name	Technology Type	comment[label]	comment[proteomexchange accession number]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[file uri]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 137	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	11	00523_C05_P003816_B0K_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C05_P003816_B0K_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 140	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	12	00523_D05_P003816_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D05_P003816_B0L_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 133	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	13	00523_E05_P003816_B0M_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E05_P003816_B0M_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 132	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	14	00523_F05_P003816_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F05_P003816_B0N_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 138	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	15	00523_G05_P003816_B0O_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G05_P003816_B0O_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	16	00523_H05_P003816_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H05_P003816_B0P_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 130	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	17	00523_A06_P003816_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A06_P003816_B0Q_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 122	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	18	00523_B06_P003816_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B06_P003816_B0R_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 136	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	19	00523_C06_P003816_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C06_P003816_B0S_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 139	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	20	00523_D06_P003816_B0T_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D06_P003816_B0T_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 129	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	21	00523_E06_P003816_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E06_P003816_B0U_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 142	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	22	00523_F06_P003816_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F06_P003816_B0V_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 135	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	23	00523_G06_P003816_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G06_P003816_B0W_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
PXD005940-Sample-6	homo sapiens	ovarian serous cystadenocarcinoma	not available	not available	ovary	female gonad	female	64Y	epithelial	SKOV3	no depletion	run 141	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	PXD005940	1	24	00523_H06_P003816_B0X_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H06_P003816_B0X_A00_R1.raw	NT=orbitrap;AC=MS:1000484	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=LDS-PAGE;AC=CHMO:0001023	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	20 ppm	20 ppm	SKOV3
