source name	characteristics[organism]	characteristics[phenotype]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[individual]	technology type	assay name	comment[label]	comment[instrument]	comment[fraction identifier]	comment[file uri]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	material type	factor value[organism part]
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	23	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_23.raw	Sclera_bRPLC_23.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	24	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_24.raw	Sclera_bRPLC_24.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 18	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	3	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_3.raw	Sclera_bRPLC_3.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 19	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	4	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_4.raw	Sclera_bRPLC_4.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 20	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	5	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_5.raw	Sclera_bRPLC_5.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 21	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	6	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_6.raw	Sclera_bRPLC_6.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 22	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	7	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_7.raw	Sclera_bRPLC_7.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 23	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	8	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_8.raw	Sclera_bRPLC_8.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 24	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	9	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_bRPLC_9.raw	Sclera_bRPLC_9.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 25	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	1	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_1.raw	Sclera_IG_1.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 26	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	10	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_10.raw	Sclera_IG_10.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 27	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	11	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_11.raw	Sclera_IG_11.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 28	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	12	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_12.raw	Sclera_IG_12.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 29	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	13	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_13.raw	Sclera_IG_13.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 30	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	14	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_14.raw	Sclera_IG_14.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 31	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	15	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_15.raw	Sclera_IG_15.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 32	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	16	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_16.raw	Sclera_IG_16.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 33	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	17	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_17.raw	Sclera_IG_17.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 34	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	19	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_19.raw	Sclera_IG_19.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 35	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	2	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_2.raw	Sclera_IG_2.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 36	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	20	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_20.raw	Sclera_IG_20.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 37	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	21	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_21.raw	Sclera_IG_21.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 38	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	22	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_22.raw	Sclera_IG_22.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 39	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	23	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_23.raw	Sclera_IG_23.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 40	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	24	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_24.raw	Sclera_IG_24.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 41	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	3	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_3.raw	Sclera_IG_3.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD002179-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	proteomic profiling by mass spectrometry	run 42	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	4	http://ftp.ebi.ac.uk/pride-archive/2019/02/PXD008999/Sclera_IG_4.raw	Sclera_IG_4.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
