source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell type]	characteristics[ancestry category]	characteristics[sex]	characteristics[phenotype]	characteristics[disease]	characteristics[cell line]	characteristics[individual]	characteristics[developmental stage]	characteristics[biological replicate]	Material Type	assay name	comment[proteomexchange accession number]	Technology Type	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	comment[file uri]	factor value [phenotype]
PXD001311-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell	Breast cancer	HMF cell	not applicable	not available	2	cell	run 11	PXD001311	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_con_2_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001311/hmf_cyt_con_2_2.raw	HMF cell
PXD001311-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell	Breast cancer	HMF cell	not applicable	not available	2	cell	run 12	PXD001311	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_con_2_2b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001311/hmf_cyt_con_2_2b.raw	HMF cell
PXD001311-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell	Breast cancer	HMF cell	not applicable	not available	2	cell	run 13	PXD001311	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_con_2_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001311/hmf_cyt_con_2_3.raw	HMF cell
PXD001311-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell	Breast cancer	HMF cell	not applicable	not available	2	cell	run 14	PXD001311	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_con_2_3b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001311/hmf_cyt_con_2_3b.raw	HMF cell
PXD001311-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell	Breast cancer	HMF cell	not applicable	not available	2	cell	run 15	PXD001311	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_con_2_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001311/hmf_cyt_con_2_4.raw	HMF cell
PXD001311-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell	Breast cancer	HMF cell	not applicable	not available	2	cell	run 16	PXD001311	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_con_2_4b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001311/hmf_cyt_con_2_4b.raw	HMF cell
PXD001323-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	1	cell	run 17	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_1_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_1_1.raw	HMF cell treated with TGF-beta
PXD001323-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	1	cell	run 18	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_1_1b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_1_1b.raw	HMF cell treated with TGF-beta
PXD001323-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	1	cell	run 19	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_1_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_1_2.raw	HMF cell treated with TGF-beta
PXD001323-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	1	cell	run 20	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_1_2b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_1_2b.raw	HMF cell treated with TGF-beta
PXD001323-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	1	cell	run 21	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_1_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_1_3.raw	HMF cell treated with TGF-beta
PXD001323-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	1	cell	run 22	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_1_3b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_1_3b.raw	HMF cell treated with TGF-beta
PXD001323-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	1	cell	run 23	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_1_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_1_4.raw	HMF cell treated with TGF-beta
PXD001323-Sample-1	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	1	cell	run 24	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_1_4b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_1_4b.raw	HMF cell treated with TGF-beta
PXD001323-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	2	cell	run 25	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_2_1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_2_1.raw	HMF cell treated with TGF-beta
PXD001323-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	2	cell	run 26	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_2_1b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_2_1b.raw	HMF cell treated with TGF-beta
PXD001323-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	2	cell	run 27	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_2_2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_2_2.raw	HMF cell treated with TGF-beta
PXD001323-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	2	cell	run 28	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	2	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_2_2b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_2_2b.raw	HMF cell treated with TGF-beta
PXD001323-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	2	cell	run 29	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_2_3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_2_3.raw	HMF cell treated with TGF-beta
PXD001323-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	2	cell	run 30	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	3	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_2_3b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_2_3b.raw	HMF cell treated with TGF-beta
PXD001323-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	2	cell	run 31	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_2_4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_2_4.raw	HMF cell treated with TGF-beta
PXD001323-Sample-2	Homo sapiens	breast	not available	fibroblast of breast	not available	female	HMF cell treated with TGF-beta	Breast cancer	HMF cell	not applicable	not available	2	cell	run 32	PXD001323	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	hmf_cyt_TGFb_2_4b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001323/hmf_cyt_TGFb_2_4b.raw	HMF cell treated with TGF-beta
PXD001327-Sample-1	Homo sapiens	breast	not available	breast epithelium	not available	female	ZR-75-1 cell	Breast cancer	ZR-75-1 cell	not aplicable	not available	1	cell	run 177	PXD001327	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	1	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	ZR_con_1d_130618_cyt1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001327/ZR_con_1d_130618_cyt1.raw	ZR-75-1 cell
PXD001327-Sample-1	Homo sapiens	breast	not available	breast epithelium	not available	female	ZR-75-1 cell	Breast cancer	ZR-75-1 cell	not aplicable	not available	1	cell	run 178	PXD001327	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	1	2	NT=HCD; AC = PRIDE:0000590	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Variable;TA=C	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	5 ppm	0.6 Da	ZR_con_1d_130618_cyt1b.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD001327/ZR_con_1d_130618_cyt1b.raw	ZR-75-1 cell
