source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[ancestry category]	characteristics[age]	characteristics[cultured cell]	characteristics[cell line]	characteristics[cell type]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[file]	comment[label]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[collision energy]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	factor value[organism part]
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 82	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc19.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	19	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc19.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 83	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc2.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	2	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc2.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 84	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc20.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	20	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc20.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 85	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc21.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	21	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc21.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 86	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc22.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	22	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc22.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 87	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc23.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	23	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc23.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 88	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc24.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	24	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc24.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 89	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc3.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	3	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc3.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 90	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc4.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	4	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc4.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 91	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc5.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	5	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc5.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 92	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc6.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	6	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc6.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 93	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc7.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	7	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc7.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
PXD011839-Sample-82	homo sapiens	blood plasma	not available	not available	normal	not available	not available	not available	not available	not available	not available	not available	1	not available	run 94	proteomic profiling by mass spectrometry	20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc8.raw	AC=MS:1002038;NT=label free sample	AC=PRIDE:0000564;NT=High-pH reversed-phase chromatography (hpHRP)	1	8	AC=MS:1000484;NT=orbitrap	NT=Q Exactive HF-X;AC=MS:1002877	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	http://ftp.pride.ebi.ac.uk/pride/data/archive/2019/03/PXD011839/20161013_QEp2_PhGe_SA_LC12-14_Top14Top6Depl_SDB_24Frc_Frc8.raw	AC=PRIDE:0000590;NT=HCD	27 eV	NT=Trypsin/P;AC=MS:1001313	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	NT=Acetyl;TA=N-term;AC=UNIMOD:1;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	20 ppm		blood plasma
