source name	characteristics[organism]	characteristics[phenotype]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	technology type	assay name	comment[label]	comment[instrument]	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	material type	factor value[organism part]
PXD022661-Sample-1	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	1	proteomic profiling by mass spectrometry	run 12	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	9	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2509_9.raw	2509_9.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 13	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	1	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_1.raw	2521_1.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 14	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	10	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_10.raw	2521_10.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 15	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	11	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_11.raw	2521_11.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 16	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	12	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_12.raw	2521_12.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 17	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	2	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_2.raw	2521_2.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 18	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	3	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_3.raw	2521_3.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 19	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	4	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_4.raw	2521_4.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 20	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	5	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_5.raw	2521_5.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 21	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	6	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_6.raw	2521_6.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 22	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	7	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_7.raw	2521_7.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 23	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	8	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_8.raw	2521_8.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-2	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	2	proteomic profiling by mass spectrometry	run 24	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	9	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/2521_9.raw	2521_9.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 25	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	1	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_1.raw	3081_1.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 26	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	10	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_10.raw	3081_10.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 27	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	11	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_11.raw	3081_11.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 28	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	12	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_12.raw	3081_12.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 29	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	2	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_2.raw	3081_2.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 30	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	3	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_3.raw	3081_3.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 31	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	4	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_4.raw	3081_4.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 32	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	5	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_5.raw	3081_5.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 33	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	6	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_6.raw	3081_6.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 34	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	7	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_7.raw	3081_7.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 35	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	8	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_8.raw	3081_8.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-3	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	3	proteomic profiling by mass spectrometry	run 36	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	9	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3081_9.raw	3081_9.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 37	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	1	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_1.raw	3085_1.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 38	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	10	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_10.raw	3085_10.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 39	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	11	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_11.raw	3085_11.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 40	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	12	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_12.raw	3085_12.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 41	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	2	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_2.raw	3085_2.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 42	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	3	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_3.raw	3085_3.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
PXD022661-Sample-4	Homo sapiens	sclera	not available	not available	not available	not available	not available	control	not available	4	proteomic profiling by mass spectrometry	run 43	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	1	4	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD022661/3085_4.raw	3085_4.raw	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	20 ppm	0.6 Da	tissue	sclera
